"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b78","b79","b80"
"b40",-5.07445182363788e-09,-2.27917477662017e-08,-3.21199346256738e-08,-4.19129738786919e-08,-4.5216817846032e-08,-5.51903331298015e-08,-5.14525874126759e-08,-1.78237642693087e-07,-2.19078408881334e-08,-7.6382349369312e-08,-7.07696129212392e-08,-9.87889379397399e-08,-8.9589875500911e-08,-9.22691595295228e-08,-6.56265155433006e-08,-1.97982104714369e-07,1.48690375225358e-09,4.96353225714076e-09,6.66500725114924e-09,8.75483041314472e-09,1.93013324811429e-08,7.5356174717346e-09,1.48014401210094e-08,3.0516720181359e-08,2.12258556712007e-09,6.66244519209871e-09,9.40116654307703e-09,1.27828768436874e-08,1.78178514598782e-08,2.65306861851743e-08,1.50938635118802e-08,6.08637422968125e-08,-2.23761000708019e-08,-7.61628054530196e-08,-7.15290235774767e-08,-1.00658518225304e-07,-8.9135213609808e-08,-9.23637914252913e-08,-6.12929310277959e-08,2.35528559500111e-06,-2.41684649450608e-09,-9.8495144562368e-09,-1.59169410229626e-08,-1.97634691823752e-08,-1.55437475281372e-08,-2.30438790137716e-08,-1.56675893483328e-08,-7.47789730849145e-08,-3.89517026447211e-09,-1.55916400501121e-08,-2.45224715769522e-08,-3.07460083023034e-08,-3.05578486635486e-08,-3.44389807412242e-08,-3.31187508845291e-08,-1.23079815703911e-07,-2.24935738929322e-08,-7.60910183663198e-08,-7.16673232273266e-08,-1.01112067109237e-07,-8.88838032858363e-08,-9.22246304925427e-08,-5.88350716771795e-08,-2.75373082137958e-07,-2.26012884600726e-08,-7.6271964597082e-08,-7.19320608757267e-08,-1.01343330330296e-07,-8.91160637210263e-08,-9.24172960983467e-08,-6.04544873373194e-08,-2.3404116989751e-07,1.64154721703286e-09,5.42264120308662e-09,7.32697050284724e-09,9.76719307171691e-09,1.88200843422246e-08,1.24082490933674e-08,1.4696071076396e-08,3.52307133273479e-08
"b41",-4.64046401538195e-06,-1.26480643860292e-06,-7.49352857096315e-07,-8.09793886306807e-07,-6.54828074617364e-07,-6.35849394495812e-07,-4.58517561440784e-07,-6.84667118693695e-07,3.23332449997827e-09,1.28356182829159e-09,1.52472728628565e-09,1.24009031442589e-09,1.13051149563096e-09,1.1085196690033e-09,9.45728094259e-10,1.09584052118186e-09,-3.74457417972927e-06,-1.24306957263825e-06,-7.04672023893565e-07,-7.49369834944946e-07,-5.98809017663046e-07,-3.67401395240372e-07,-1.41401156820294e-07,-3.28248501175624e-07,1.40704635093498e-06,6.42883921093507e-07,4.88857603019678e-07,5.60292296177022e-07,4.65414419590936e-07,4.36859695104815e-07,1.85652406087051e-07,3.94824634221967e-07,-7.38552634753249e-09,-3.90358659678919e-09,-2.15530730824101e-09,-1.9510500495854e-09,-1.34958121012732e-09,-1.45818366651634e-09,-9.79584977442063e-10,-2.41684649450608e-09,1.70931751791516e-05,-1.25467057333287e-06,-7.27747915178585e-07,-7.81738814534077e-07,-6.26749974536987e-07,-5.01181854638423e-07,-2.90328465313704e-07,-4.99104824895195e-07,-3.54473556466743e-06,-7.98469573566121e-07,-5.02158698565306e-07,-5.16386560311769e-07,-3.80544565968594e-07,-3.48734564382055e-07,-2.68581592133733e-07,-3.92931271581171e-07,-2.80452022696408e-09,-3.17294721525861e-09,-1.03906441151883e-09,-1.10888273939548e-09,-8.58745374984419e-10,-6.84804719982708e-10,-1.6382802434321e-10,-2.27471447923843e-09,3.90429278094854e-09,2.13639347563561e-09,2.01513280179017e-09,1.75899625348543e-09,1.60591014642575e-09,1.65636560517834e-09,1.21459788334119e-09,1.80666055675847e-09,-2.52126161422352e-06,-7.33412831485715e-07,-4.13506186047535e-07,-4.20271352027204e-07,-3.22508765172645e-07,-1.78791299216963e-07,-8.37033300303762e-08,-2.41107667155309e-07
"b42",-1.03138389838468e-06,-1.62596868459731e-05,-2.94055919910182e-06,-3.18088084113702e-06,-2.56971969490515e-06,-2.49105947984767e-06,-1.77463941058856e-06,-2.67306102527587e-06,1.32788851693912e-09,7.72813851539813e-09,3.86786371396483e-09,3.8197563102362e-09,4.38211941786009e-09,3.96449035612817e-09,3.43290074676694e-09,3.84510691399162e-09,-1.56262130437848e-06,-1.6775807878151e-05,-3.91965417643895e-06,-4.14713388842989e-06,-3.30652426160051e-06,-2.02273701017397e-06,-9.16701319515316e-07,-1.93531263195742e-06,6.80715620584898e-07,1.25628742249948e-06,9.73744715026986e-07,1.3329698277368e-06,1.23228623394921e-06,1.23160318251599e-06,4.69443149458678e-07,9.47527630230864e-07,-3.64768108024941e-10,-5.89291758899203e-08,-1.04858032351796e-08,-8.61850513924006e-09,-5.17918505020186e-09,-6.02424062642405e-09,-3.97888261092267e-09,-9.8495144562368e-09,-1.25467057333287e-06,0.000530069413067755,-3.34712703935956e-06,-3.60613540020457e-06,-2.91524008327703e-06,-2.28781637709634e-06,-1.35170698383104e-06,-2.40042984600626e-06,-8.08460478342528e-07,-1.19778884994722e-05,-2.14854636995697e-06,-2.21146300153661e-06,-1.63699747158103e-06,-1.49429523819171e-06,-1.10948553428777e-06,-1.69257822237341e-06,-4.50100929581066e-10,-5.23801794596218e-08,-1.01695528142947e-08,-8.97999116458643e-09,-6.30637465290364e-09,-5.75352103367078e-09,-2.9334585544354e-09,-1.52239068949185e-08,1.73160864970614e-09,9.38770928393566e-09,4.86476358759308e-09,5.08650608622972e-09,5.76303275778109e-09,5.49951795652562e-09,4.08788249673378e-09,5.56912974579647e-09,-1.0721536218197e-06,-1.19028764789578e-05,-2.72211407114065e-06,-2.76985103595966e-06,-2.12913484380264e-06,-1.27043022024777e-06,-6.84029129747267e-07,-1.63677193037419e-06
"b43",-6.94825347621555e-07,-3.16801003843655e-06,-8.63635825369428e-06,-4.9821261671367e-06,-4.02031378834994e-06,-3.89596513190659e-06,-2.7882891619623e-06,-4.19323607926073e-06,1.6941715627666e-09,5.4729592195114e-09,5.04677430578827e-09,5.21048624366828e-09,6.12669849932019e-09,5.77528756071767e-09,5.10620441598559e-09,5.52268268475702e-09,-7.74438873657968e-07,-3.55213564213977e-06,-1.03051786141697e-05,-5.85267573615134e-06,-4.66524240435618e-06,-2.85192024359105e-06,-1.24457509216044e-06,-2.68886440947501e-06,4.50977013501682e-07,8.60862048296502e-07,1.27169683750346e-06,1.68449249563562e-06,1.6408756101726e-06,1.68333558339141e-06,6.22000600331917e-07,1.22058298296122e-06,2.52170429885903e-10,-7.52679755864219e-09,-3.2930474477338e-08,-1.42149611876102e-08,-8.80339810991703e-09,-9.77479776535613e-09,-6.46115326681790e-09,-1.59169410229627e-08,-7.27747915178585e-07,-3.34712703935956e-06,0.000123079209330439,-5.36246272101479e-06,-4.31958325241089e-06,-3.40507748763362e-06,-2.00381420938368e-06,-3.52570350538193e-06,-5.04697801960471e-07,-2.18314804995601e-06,-6.84371382946991e-06,-3.54859715630004e-06,-2.63002955187783e-06,-2.40143973391576e-06,-1.78008853895987e-06,-2.72686187152727e-06,6.25218257622209e-10,-7.26820930269759e-09,-2.7646049528643e-08,-1.28029918578489e-08,-8.91563520849609e-09,-7.84064067559751e-09,-3.63313205537388e-09,-2.10841362608553e-08,1.95478746866512e-09,6.60995756702273e-09,6.43042008694575e-09,6.85462451494452e-09,7.99446759978778e-09,7.92474570001831e-09,6.04255413401424e-09,7.77809664122103e-09,-4.925669966498e-07,-2.35957904309906e-06,-7.54164727610457e-06,-3.95842091975081e-06,-3.03053623442641e-06,-1.80366717849211e-06,-9.38639229762794e-07,-2.30351419310387e-06
"b44",-7.18001726891933e-07,-3.29014925919431e-06,-4.67826433313194e-06,-8.7578758705439e-06,-5.05878338415381e-06,-4.90324479188365e-06,-3.46411231405027e-06,-5.24622690117397e-06,1.86717625816096e-09,6.13536647988904e-09,5.24871106011752e-09,6.70968338738516e-09,8.56319841085983e-09,7.43464711729369e-09,6.49312029971665e-09,7.10653644283129e-09,-8.73350669059517e-07,-3.96779777264356e-06,-6.31236244663608e-06,-1.34032672452178e-05,-7.36708339045343e-06,-4.50921878810224e-06,-2.12844470279923e-06,-4.38889969628197e-06,5.56681252834767e-07,1.16345721591355e-06,1.62538913803009e-06,2.79890541882162e-06,2.42659301536365e-06,2.43449262615174e-06,9.1313980419845e-07,1.8405413129598e-06,3.80818174121347e-10,-7.36997201997088e-09,-1.54705678440839e-08,-2.46769468012195e-08,-1.01025424444005e-08,-1.21622636405979e-08,-7.96384874403186e-09,-1.97634691823752e-08,-7.81738814534076e-07,-3.60613540020457e-06,-5.36246272101479e-06,0.000162035931319911,-6.14900932272985e-06,-4.79642953705799e-06,-2.85070622524899e-06,-5.11933133323802e-06,-5.057948600272e-07,-2.20146055872795e-06,-3.52426445681536e-06,-6.4337526215068e-06,-3.2228357596217e-06,-2.93896104059598e-06,-2.16846385761649e-06,-3.32587493743268e-06,6.60300555011469e-10,-8.09682184525373e-09,-1.49556808888642e-08,-3.02373282719792e-08,-1.50674078966812e-08,-1.41190040341122e-08,-7.83611072185438e-09,-3.56502061139535e-08,2.18214571280011e-09,7.67370224141343e-09,6.98608718784479e-09,9.47217412518716e-09,1.14652120137402e-08,1.05360126091473e-08,7.86567879464936e-09,1.04857925272073e-08,-5.44159932304494e-07,-2.58113860642916e-06,-4.4127800380084e-06,-9.33933890009138e-06,-4.82895135378448e-06,-2.90846549012804e-06,-1.61602879329241e-06,-3.74698538524358e-06
"b45",-5.30382760554463e-07,-2.46167671292288e-06,-3.49681025549012e-06,-4.60250051644773e-06,-1.30712329996772e-05,-5.00377115499226e-06,-3.41624011604968e-06,-5.27373983240552e-06,2.55503659225806e-09,8.75593044176537e-09,7.67603996940616e-09,1.00954086740146e-08,2.23384761982529e-08,1.14396611781892e-08,9.02239581090062e-09,1.18049611760415e-08,-7.66370130184561e-07,-3.43436697928143e-06,-5.4632352953966e-06,-8.14210009209646e-06,-3.56826208653161e-05,-7.14122606181356e-06,-3.72722462010131e-06,-7.25960084799556e-06,5.11824071623089e-07,1.13790929549796e-06,1.62320599574445e-06,2.6201577154492e-06,4.5315211873883e-06,2.97542796141206e-06,1.10068597647905e-06,2.27391631267477e-06,1.48397172950038e-09,-1.39154218426212e-09,-7.77958573185517e-09,-6.59087708348419e-09,-1.67334520347357e-08,-9.21041560241609e-09,-6.02564109166114e-09,-1.55437475281372e-08,-6.26749974536987e-07,-2.91524008327703e-06,-4.31958325241089e-06,-6.14900932272984e-06,0.00275551997907039,-6.30555811211968e-06,-3.82020351365276e-06,-7.11426167215885e-06,-3.56188454266702e-07,-1.5817535796824e-06,-2.5585766253915e-06,-3.12564224936115e-06,-9.17988111896546e-06,-2.87053916890887e-06,-2.07240616906929e-06,-3.22537981624223e-06,1.52068572638789e-09,-3.57520614948822e-09,-9.77056536085669e-09,-1.26575568609654e-08,-6.57718905163591e-08,-2.3562598567808e-08,-1.56618526416551e-08,-5.8102022607515e-08,2.87252055748278e-09,1.0256712636469e-08,9.45208297644879e-09,1.27868812946206e-08,2.87973755749096e-08,1.44703290855222e-08,9.93384485655236e-09,1.56526877526975e-08,-4.71962167054402e-07,-2.19881104599838e-06,-3.76721495291406e-06,-5.44151388406512e-06,-2.48398490393281e-05,-4.82317731028445e-06,-2.89426035278443e-06,-6.25123268586502e-06
"b46",-4.77127615261592e-07,-2.16598837364297e-06,-3.07534846120781e-06,-4.03698947526127e-06,-4.36689893700833e-06,-2.07963198084236e-05,-4.18433681860688e-06,-6.46747572279796e-06,2.06660576800569e-09,6.90359464845405e-09,6.13860326899752e-09,8.06511622310269e-09,1.03695999307467e-08,1.60787495558067e-08,8.80742865394291e-09,1.0301092412655e-08,-5.35284631429735e-07,-2.4272526073953e-06,-3.86235159523959e-06,-5.77624241545462e-06,-8.6597913095953e-06,-5.1829811482454e-05,-5.07395712966095e-06,-9.80455963624852e-06,4.39412286153958e-07,1.0471497480959e-06,1.49310407438281e-06,2.38879048884048e-06,2.84742076026861e-06,8.05938705501428e-06,1.41448009076916e-06,2.94304549801669e-06,1.09490327334728e-09,-1.94098540453803e-09,-7.45880332149846e-09,-6.58473572378873e-09,-4.154260927148e-09,-4.90033914936028e-08,-9.03041209594886e-09,-2.30438790137716e-08,-5.01181854638423e-07,-2.28781637709634e-06,-3.40507748763362e-06,-4.79642953705799e-06,-6.30555811211968e-06,0.0396167666620696,-4.98724104118198e-06,-9.34810544339635e-06,-3.2398548877873e-07,-1.38052824722688e-06,-2.23802569402063e-06,-2.72264289962298e-06,-2.68612657015573e-06,-1.38229755871196e-05,-2.50530731077568e-06,-3.91443946059904e-06,1.3506659317941e-09,-1.81388486362186e-09,-6.18692213485314e-09,-8.05300644102931e-09,-1.29418964371219e-08,-1.45504644696777e-07,-2.35501761673491e-08,-8.31722771054842e-08,2.33177867355028e-09,8.28533709053098e-09,7.75938479022969e-09,1.04948840190934e-08,1.36747731672982e-08,2.64963479179775e-08,1.07892936042066e-08,1.55822900283022e-08,-3.10542563085181e-07,-1.48830555444455e-06,-2.58035187895863e-06,-3.72689997322266e-06,-5.59168460620327e-06,-3.59613697372733e-05,-3.95027925237416e-06,-8.45035324351575e-06
"b47",-2.4734313906637e-07,-1.14796624090707e-06,-1.63166057410391e-06,-2.1474324441959e-06,-2.32984509004182e-06,-3.11588896413028e-06,-2.87958205465825e-05,-4.86616022715148e-06,1.6564438034372e-09,5.69988352947178e-09,5.08397695212304e-09,6.80108888171707e-09,8.21305124002822e-09,7.48955921230662e-09,2.33278074662912e-08,9.62321726457482e-09,-3.5259434879319e-07,-1.58489882911011e-06,-2.52107108626803e-06,-3.75702532716527e-06,-5.60859657774044e-06,-6.80981839478515e-06,-0.000104600998331752,-1.20613626772528e-05,2.19274840409247e-07,4.65136558357909e-07,6.57942966942068e-07,1.06427978641416e-06,1.21946306331208e-06,1.61524688570677e-06,1.67468751796224e-06,1.05979819099291e-06,1.16661963289296e-09,9.71322096237664e-10,-2.11478359824405e-09,-9.48272213648173e-10,5.06965235504437e-10,-3.43241654645526e-09,-6.12628648075142e-08,-1.56675893483328e-08,-2.90328465313704e-07,-1.35170698383104e-06,-2.00381420938368e-06,-2.85070622524899e-06,-3.82020351365276e-06,-4.98724104118198e-06,0.000213018126347192,-1.02708427997691e-05,-1.69484612513639e-07,-7.53641573130119e-07,-1.21230515129532e-06,-1.4911178780062e-06,-1.5034260207596e-06,-1.91878791605267e-06,-2.09652939731905e-05,-3.24590784235077e-06,1.19359680132664e-09,3.33279823809348e-12,-2.94699909681183e-09,-3.64748622339169e-09,-6.91325202883815e-09,-1.6414138562914e-08,-3.20261626182914e-07,-1.0384601781384e-07,1.81051719448061e-09,6.31056769944428e-09,5.83580915847451e-09,7.96196012017601e-09,9.73776141733092e-09,9.46227618958635e-09,2.85797962490683e-08,1.13732134081682e-08,-2.20941006772124e-07,-1.03090279324385e-06,-1.7602958797645e-06,-2.54725396159516e-06,-3.79240984663328e-06,-4.65811122359567e-06,-7.52730732252826e-05,-1.07791855081656e-05
"b48",-3.17951562225421e-07,-1.56756746826818e-06,-2.22707417479887e-06,-2.95206764004467e-06,-3.24027828666048e-06,-4.36479492163222e-06,-3.43392530853823e-06,-2.08073243162833e-05,1.91770804350321e-09,6.91662957186139e-09,5.87849187032259e-09,7.74538125050206e-09,1.15201596265861e-08,8.90506754320171e-09,7.37847724319024e-09,1.1332870547389e-08,-7.63009833119045e-07,-3.35368352709003e-06,-5.33286680568535e-06,-7.91139650589752e-06,-1.17305041620185e-05,-1.4192874509029e-05,-1.63472057251316e-05,-0.00014460368475691,3.9413898010053e-07,7.98005333802905e-07,1.15317394676678e-06,1.89648559073665e-06,2.0567579495684e-06,2.66716380132e-06,8.14615901024501e-07,1.5662296400929e-06,1.2901643780657e-09,4.65156072805369e-10,-3.96038263601337e-09,-2.93455919978283e-09,1.04788063823492e-09,-6.46819120741632e-09,-5.18016700826503e-09,-7.47789730849145e-08,-4.99104824895195e-07,-2.40042984600626e-06,-3.52570350538193e-06,-5.11933133323801e-06,-7.11426167215885e-06,-9.34810544339635e-06,-1.02708427997691e-05,0.000464083949350967,-1.98520614001627e-07,-9.89300695560864e-07,-1.60744462148004e-06,-1.96048907023915e-06,-2.00660325156889e-06,-2.58419210197758e-06,-2.24930893842524e-06,-1.58548480580438e-05,8.72798271101487e-10,-5.11897325490582e-09,-1.11746162524759e-08,-1.44120198522076e-08,-2.00634275097912e-08,-4.11563936378795e-08,-5.50269312072073e-08,-6.82833680005028e-07,2.16644682417276e-09,7.96815135237577e-09,7.14185597441169e-09,9.70062228278511e-09,1.42946131146091e-08,1.20347655882341e-08,8.39485528819224e-09,1.50650591656406e-08,-4.96774676186943e-07,-2.23174427684715e-06,-3.78087177602347e-06,-5.45042332688824e-06,-8.06257910232864e-06,-9.88525300510701e-06,-1.19504041450115e-05,-9.39180547111565e-05
"b49",-6.8470558867449e-06,-1.94145285721714e-06,-1.1571923938574e-06,-1.24458741251066e-06,-9.86189603931716e-07,-9.49163044319669e-07,-7.29726403934382e-07,-1.06486773348984e-06,4.35321498377467e-09,1.13924034645924e-09,2.0426865843373e-09,1.60124484237715e-09,8.81859540028333e-10,1.45793658539965e-09,1.31920750463052e-09,1.4959630202848e-09,1.13735564165899e-06,4.8830704082242e-07,3.67476953427408e-07,4.14155111772578e-07,3.3093901476836e-07,2.16074197993101e-07,2.45883438180835e-07,3.2546806045911e-07,-6.12207401609785e-06,-2.14023815115293e-06,-1.46098506285922e-06,-1.46580071810277e-06,-9.31472070120681e-07,-7.09910162015402e-07,-3.81582867132405e-07,-9.44214374309067e-07,-1.13143621667885e-08,-6.82165871301373e-09,-3.60267409736037e-09,-3.28956219118426e-09,-2.93473701260409e-09,-2.33982346303024e-09,-1.65124528964063e-09,-3.89517026447211e-09,-3.54473556466743e-06,-8.08460478342528e-07,-5.04697801960471e-07,-5.05794860027199e-07,-3.56188454266702e-07,-3.2398548877873e-07,-1.69484612513639e-07,-1.98520614001627e-07,3.46526418207476e-05,-1.99004605387992e-06,-1.19588934365854e-06,-1.28359189161492e-06,-9.66020760801458e-07,-8.82275390812007e-07,-6.26890409154456e-07,-1.0307186703018e-06,6.13071071409062e-09,2.88397704295779e-09,3.25462555665563e-09,2.78185552654181e-09,1.77997130717066e-09,2.45567002612506e-09,2.40097458468529e-09,4.07533941261003e-09,1.26230617083886e-09,-1.70712266896947e-09,3.59825507285718e-10,4.73171190825341e-11,-3.71869871886636e-10,4.05547507034642e-10,5.992274395993e-10,-2.21547039836713e-10,-5.81906013768051e-07,-2.22025854259317e-07,-7.50224950416677e-08,-5.80969575557983e-08,3.0041530818092e-09,-3.16209436457999e-09,1.06304619777042e-07,9.50055026001074e-08
"b50",-1.60655318998273e-06,-2.31434393013253e-05,-4.37672474210871e-06,-4.7079719976013e-06,-3.71677007012889e-06,-3.56747349838287e-06,-2.73622702854864e-06,-4.0147464660939e-06,1.71128687393765e-09,3.30145723327534e-09,3.94564366028613e-09,4.03344046243181e-09,2.47593655256319e-09,4.6226607905115e-09,4.38817470183514e-09,4.65253790126691e-09,4.72265314609202e-07,8.0165431453323e-07,7.45975144652744e-07,9.2013195076814e-07,7.4522828357673e-07,5.2016961829559e-07,7.32415228580777e-07,8.78612725549962e-07,-3.32250705108832e-06,-2.45483292872777e-05,-7.86206790091316e-06,-7.84457521122133e-06,-5.12862085157043e-06,-4.01142778081485e-06,-2.11615059071465e-06,-5.13472942872283e-06,-1.08519401588113e-09,-9.15369536122832e-08,-1.72314696005604e-08,-1.4295907770385e-08,-1.16896430317938e-08,-9.50234179999261e-09,-6.62185398898398e-09,-1.55916400501121e-08,-7.98469573566122e-07,-1.19778884994722e-05,-2.18314804995601e-06,-2.20146055872796e-06,-1.5817535796824e-06,-1.38052824722688e-06,-7.53641573130119e-07,-9.89300695560865e-07,-1.99004605387992e-06,0.00041660845470619,-4.96487576698488e-06,-5.34019112503925e-06,-4.03100012323417e-06,-3.67391320774411e-06,-2.55182587139103e-06,-4.3082093367414e-06,2.45865125653229e-09,6.16067659339463e-09,6.4509076881172e-09,6.712091363298e-09,4.51170666401548e-09,7.17406280420109e-09,7.56703873670453e-09,1.14432414815441e-08,4.74309966909097e-10,-2.93330365439806e-08,-4.79532980267492e-09,-3.98327335962242e-09,-3.85305116013642e-09,-1.06296645426744e-09,6.59358133802701e-10,-4.62249677716287e-09,-4.02885827825215e-07,-6.04887922822662e-06,-1.33399345726727e-06,-1.28144751218172e-06,-7.82497411314107e-07,-5.65207763588332e-07,9.07387633436184e-08,-2.40148051930539e-07
"b51",-1.07887398613876e-06,-4.60810840284237e-06,-1.26030992290263e-05,-7.38403345416581e-06,-5.85145954203065e-06,-5.6293280730204e-06,-4.30156294770353e-06,-6.30279072567516e-06,2.38390539479996e-09,6.10489422853914e-09,7.30636650273354e-09,6.66140284588059e-09,4.11066571844131e-09,7.36107099304406e-09,6.96091532425585e-09,7.31426300489543e-09,3.41255159298397e-07,6.66547707441204e-07,1.21595370198129e-06,1.28035856935211e-06,1.02983904325185e-06,7.11987333927038e-07,1.10639114217433e-06,1.3006773550269e-06,-1.673199667213e-06,-6.06757236214491e-06,-1.56213442304298e-05,-9.1191273639364e-06,-5.81046654968289e-06,-4.43724720290627e-06,-2.39404482180617e-06,-5.90064106583275e-06,1.13676620252365e-10,-1.28066240421441e-08,-4.80802233314978e-08,-2.21173205326403e-08,-1.81990409844472e-08,-1.49416278000146e-08,-1.03707744397563e-08,-2.45224715769522e-08,-5.02158698565306e-07,-2.14854636995697e-06,-6.84371382946991e-06,-3.52426445681536e-06,-2.5585766253915e-06,-2.23802569402063e-06,-1.21230515129532e-06,-1.60744462148004e-06,-1.19588934365854e-06,-4.96487576698488e-06,0.000595202587357254,-7.70472606291333e-06,-5.80058697501235e-06,-5.29346132004273e-06,-3.7373487289768e-06,-6.18430125144311e-06,2.94798504159583e-09,8.47019855596821e-09,1.13413892223658e-08,1.03544986426778e-08,6.84326484166499e-09,1.08707239263833e-08,1.1646734887626e-08,1.70968197259879e-08,1.69115931398991e-09,-1.96839792022884e-09,-8.31463005260717e-09,-2.7013005627622e-09,-3.25682642634622e-09,1.04975078951831e-09,2.71884354302119e-09,-3.31857891031528e-09,-1.29387260523744e-07,-1.15326923445017e-06,-2.82191411819869e-06,-1.33183993080743e-06,-7.48417780916851e-07,-5.16620133753769e-07,3.11361893130805e-07,-5.74152256581025e-08
"b52",-1.13886066588512e-06,-4.86324417991356e-06,-7.03570245456097e-06,-1.28771208180397e-05,-7.34137181096633e-06,-7.04224043362409e-06,-5.40741010754577e-06,-7.93478842933106e-06,2.45913340791759e-09,6.21490452981084e-09,6.88018270624239e-09,8.14492573500298e-09,4.89996915499002e-09,9.15216169724552e-09,8.68077597002735e-09,9.25095814131122e-09,3.9385901757028e-07,8.236360116267e-07,1.31276142195968e-06,1.94161788514849e-06,1.46980376406068e-06,1.03189746728679e-06,1.44321981951714e-06,1.72900767972651e-06,-1.88817755448532e-06,-6.81433893022985e-06,-1.05286259346294e-05,-2.37273797236151e-05,-1.08673407952925e-05,-8.53454760771574e-06,-4.48581294051311e-06,-1.08512766879104e-05,6.1163133068946e-11,-1.37329177526609e-08,-2.4246672753261e-08,-3.8085675315106e-08,-2.30811108255695e-08,-1.87344472301257e-08,-1.30708144485624e-08,-3.07460083023034e-08,-5.16386560311769e-07,-2.21146300153661e-06,-3.54859715630004e-06,-6.4337526215068e-06,-3.12564224936115e-06,-2.72264289962298e-06,-1.4911178780062e-06,-1.96048907023915e-06,-1.28359189161492e-06,-5.34019112503925e-06,-7.70472606291333e-06,0.000718710451179853,-8.13975238737118e-06,-7.41633722691353e-06,-5.13070290508589e-06,-8.70416439450339e-06,3.1022660615141e-09,9.14240218632768e-09,1.12125317602775e-08,1.3752032876057e-08,8.90886381440425e-09,1.42006368835476e-08,1.4943852489114e-08,2.26510404909914e-08,1.67120464643934e-09,-2.85109276840314e-09,-3.74077928052538e-09,-1.36603918671717e-08,-8.45182788647614e-09,-2.94754083744994e-09,7.80293755550291e-10,-1.03686314411973e-08,-1.39192425481983e-07,-1.24044173450521e-06,-1.52884782076286e-06,-4.50148063556459e-06,-1.7398013057959e-06,-1.26143221377467e-06,1.08820221954227e-07,-6.08995771493228e-07
"b53",-8.45648286756438e-07,-3.61482809308114e-06,-5.23340328019675e-06,-6.80202576830378e-06,-1.81988477619747e-05,-6.93408762689708e-06,-5.35118883782821e-06,-7.87236635333092e-06,2.03085392301819e-09,5.32530646194281e-09,5.78106938829973e-09,6.73355129147259e-09,4.28960120670117e-09,8.75354754700262e-09,8.3831628313436e-09,9.01038435908939e-09,2.99532892833375e-07,6.26730571860873e-07,9.99324440009618e-07,1.38677941231966e-06,1.86532622873635e-06,1.00965794094103e-06,1.38140078731779e-06,1.62650931215051e-06,-1.47618770084107e-06,-5.31730458768208e-06,-8.20670963104388e-06,-1.3138979262442e-05,-4.80217689402588e-05,-1.22706045509226e-05,-6.35295118617942e-06,-1.51881783537365e-05,2.5465094636195e-10,-9.50958896181256e-09,-1.7365770021531e-08,-1.80920811925179e-08,-5.29136874411655e-08,-1.86547767632707e-08,-1.30687284943579e-08,-3.05578486635486e-08,-3.80544565968594e-07,-1.63699747158103e-06,-2.63002955187783e-06,-3.2228357596217e-06,-9.17988111896546e-06,-2.68612657015573e-06,-1.5034260207596e-06,-2.00660325156889e-06,-9.66020760801457e-07,-4.03100012323417e-06,-5.80058697501235e-06,-8.13975238737119e-06,0.000300256479552336,-8.33094103588952e-06,-5.63645239702888e-06,-9.82276398572335e-06,2.524700451705e-09,7.55080180176844e-09,9.08608125884738e-09,1.07619860973483e-08,9.11515811926367e-09,1.37193537193664e-08,1.44364390644104e-08,2.18379366537488e-08,1.41925548975159e-09,-1.74965536780819e-09,-2.49133299647674e-09,-5.51905790264905e-09,-4.00942741888124e-08,-8.56958766652945e-09,-2.76392471290093e-09,-1.84964605887509e-08,-1.15261197635689e-07,-9.79577713868953e-07,-1.20989398140643e-06,-2.25967421070651e-06,-1.13498361525438e-05,-2.18560763281443e-06,-3.53371046601185e-07,-1.48431758421882e-06
