"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24","b25","b26","b27","b28","b29","b30","b31","b32","b33","b34","b35","b36","b37","b38","b39","b40","b41","b42","b43","b44","b45","b46","b47","b48","b49","b50","b51","b52","b53","b54","b55","b56","b57","b58","b59","b60","b61","b62","b63","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b78","b79","b80"
"b11",2.34512701463678e-09,4.20155294804375e-09,7.31633774218755e-09,7.30297539393087e-09,6.35446346732307e-09,1.00612681748172e-08,1.16040492811197e-08,1.1518304047849e-08,-6.88242687699657e-08,-2.39920222892205e-07,0.00488889294317537,-1.24820350276263e-07,-7.2965674543214e-08,-6.19196633733952e-08,-4.03526013886662e-08,-7.48199364756042e-08,3.58921150611744e-10,3.48600206419471e-09,1.86682617313702e-09,2.63573904173046e-09,7.5249073685777e-09,2.13807412756891e-09,-9.56320151086013e-10,7.97835261830615e-10,6.15575004941304e-10,3.15431272013225e-09,7.15421545552479e-09,5.19234592390052e-09,3.97124300866277e-09,5.21092925575306e-09,3.47736996833842e-09,1.84800908109225e-08,-7.02559039289689e-08,-2.38900153491301e-07,-3.20827085567499e-07,-1.14842286551552e-07,-6.14564837122107e-08,-5.13183336094428e-08,-2.99987033668831e-08,-7.07696129212391e-08,1.52472728628565e-09,3.86786371396483e-09,5.04677430578827e-09,5.24871106011752e-09,7.67603996940616e-09,6.13860326899752e-09,5.08397695212304e-09,5.87849187032260e-09,2.0426865843373e-09,3.94564366028613e-09,7.30636650273354e-09,6.88018270624239e-09,5.78106938829972e-09,8.78574775260262e-09,9.45621264743285e-09,1.29792431263919e-08,-7.0670445119608e-08,-2.39048500298606e-07,-3.22790186719654e-07,-1.12457158964355e-07,-5.80158261456553e-08,-4.71576743080591e-08,-2.48191336530625e-08,-6.33174367681167e-08,-7.1004998279969e-08,-2.39597189438903e-07,-3.24174464489223e-07,-1.12592568079416e-07,-5.91074751791073e-08,-4.93384453627583e-08,-2.825239536037e-08,-6.96281900489728e-08,4.2506214240562e-10,3.40035623235839e-09,3.13273082762161e-09,3.2780698811016e-09,8.02285757184235e-09,2.8464146028656e-09,2.73981993488649e-10,5.14696539700155e-09
"b12",1.87432254219742e-09,4.76407402297777e-09,7.29575237438494e-09,9.26698156007963e-09,7.87069405823788e-09,1.30913455914495e-08,1.54867877718975e-08,1.49938021105047e-08,-3.86441894867591e-08,-1.34712131228414e-07,-1.24820350276263e-07,2.97944801693661e-06,-1.01849403810711e-07,-8.64302271023314e-08,-5.63256052011598e-08,-1.04437195230716e-07,3.30923362987974e-10,2.73893694769077e-09,2.29481746979138e-09,3.41574960704789e-09,1.31468692599747e-08,2.88259313535909e-09,-1.29536866200258e-09,1.06192854513164e-09,2.68519188953027e-10,1.7752026459308e-09,3.76210028602069e-09,3.66497283485755e-09,3.11765012221885e-09,4.75537577439563e-09,3.84524872540584e-09,2.26073819984241e-08,-3.9446846450067e-08,-1.34140709037873e-07,-1.25876123121832e-07,-2.53218456733325e-07,-8.57872982352731e-08,-7.16359807814748e-08,-4.18758897405388e-08,-9.878893793974e-08,1.24009031442589e-09,3.81975631023621e-09,5.21048624366827e-09,6.70968338738516e-09,1.00954086740146e-08,8.06511622310269e-09,6.80108888171706e-09,7.74538125050206e-09,1.60124484237715e-09,4.03344046243181e-09,6.66140284588058e-09,8.14492573500299e-09,6.73355129147259e-09,1.10505700178801e-08,1.23925579322627e-08,1.6959155957899e-08,-3.96806035134667e-08,-1.34219865940778e-07,-1.26434176342325e-07,-2.55599982702833e-07,-8.09821491680695e-08,-6.58249598514773e-08,-3.46453239363706e-08,-8.84084614019917e-08,-3.98686881285014e-08,-1.34530709783814e-07,-1.26883884102276e-07,-2.56185181014386e-07,-8.25080444585802e-08,-6.88713049922821e-08,-3.94403678320643e-08,-9.71945991477824e-08,3.20889511146523e-10,2.47854242188051e-09,2.64645363199046e-09,3.47900032409187e-09,1.04126929093896e-08,3.42357435260861e-09,1.79346638683598e-10,6.68177653580537e-09
"b13",1.09064594840271e-09,3.06773486142696e-09,4.66750308425644e-09,5.87973203466209e-09,5.5117488996082e-09,1.03121209553363e-08,1.24932635285294e-08,1.16566439728216e-08,-2.25900320541804e-08,-7.87490422574244e-08,-7.29656745432142e-08,-1.01849403810712e-07,2.94234124639007e-05,-7.83735067385567e-08,-5.10742351894784e-08,-9.47021525899835e-08,1.19877184603733e-09,5.88649253411582e-09,8.15185979576652e-09,1.20209865127205e-08,4.30487206618269e-08,9.42755598265414e-09,3.19255984913147e-09,8.58523648269122e-09,-1.33737049167216e-10,6.467674873838e-10,1.59074569167527e-09,1.03381557866554e-09,3.01603782884467e-10,2.78108130376762e-09,2.86868077781406e-09,1.89726650428398e-08,-2.30592692880462e-08,-7.8413620529412e-08,-7.35810530656378e-08,-1.03597021894235e-07,-2.52621485242753e-07,-6.49641729233029e-08,-3.79768172609178e-08,-8.9589875500911e-08,1.13051149563096e-09,4.38211941786009e-09,6.12669849932019e-09,8.56319841085983e-09,2.23384761982529e-08,1.03695999307467e-08,8.21305124002823e-09,1.15201596265861e-08,8.81859540028334e-10,2.47593655256319e-09,4.11066571844131e-09,4.89996915499002e-09,4.28960120670117e-09,8.47687623837829e-09,9.9823009241471e-09,1.35368598841123e-08,-2.31944420605756e-08,-7.84459298402159e-08,-7.38871937803014e-08,-1.04236011159668e-07,-2.58464895889537e-07,-5.96560275247316e-08,-3.13893724126637e-08,-8.00979446519747e-08,-2.33059846152323e-08,-7.86435091684621e-08,-7.41725563738503e-08,-1.04494171366017e-07,-2.57475088494938e-07,-6.24530202450041e-08,-3.57635341357514e-08,-8.8137283570777e-08,8.95348272776897e-10,4.47011971349439e-09,6.58292470752555e-09,9.26545780510487e-09,3.15238403263173e-08,8.02959631678653e-09,3.60731091708487e-09,1.25865467264688e-08
"b14",1.72569349657146e-09,5.75946564472427e-09,8.46537086687475e-09,1.07884190157695e-08,1.07277307032313e-08,2.74865166668099e-08,1.76201297468177e-08,1.86734235017654e-08,-1.91705131626839e-08,-6.6826288206691e-08,-6.19196633733951e-08,-8.64302271023314e-08,-7.83735067385567e-08,5.32330833808935e-06,-5.26240033250336e-08,-9.75694002568823e-08,2.14165923854914e-10,1.91004577717994e-09,2.01999423887689e-09,3.11809353878495e-09,1.26611069625361e-08,4.17957170722325e-09,-1.64351213304457e-09,7.22479222229944e-10,1.10770626471868e-10,1.10901947969927e-09,2.37246384217117e-09,2.68787001936069e-09,2.26317431145596e-09,4.85608359981481e-09,3.33380788301374e-09,2.07690044740579e-08,-1.95669840202028e-08,-6.65290246569712e-08,-6.24219040787372e-08,-8.78920165948591e-08,-7.78028211659612e-08,-2.63679299071728e-07,-3.91123442840116e-08,-9.22691595295228e-08,1.1085196690033e-09,3.96449035612817e-09,5.77528756071767e-09,7.43464711729369e-09,1.14396611781892e-08,1.60787495558067e-08,7.48955921230662e-09,8.90506754320172e-09,1.45793658539965e-09,4.6226607905115e-09,7.36107099304406e-09,9.15216169724552e-09,8.75354754700262e-09,2.20911499422636e-08,1.37458797491289e-08,1.91525154878669e-08,-1.96845806320326e-08,-6.65801167835606e-08,-6.27174106025411e-08,-8.84755128941679e-08,-7.77667963027872e-08,-2.74818118891891e-07,-3.23716570991632e-08,-8.25962543916775e-08,-1.9777956862403e-08,-6.67359881943375e-08,-6.29428107976995e-08,-8.86728847840487e-08,-7.7970474446508e-08,-2.70094668454966e-07,-3.68505553654042e-08,-9.08041776829924e-08,1.9312414378183e-10,1.6933778827639e-09,2.10513945326858e-09,3.01108683592857e-09,9.83769426975035e-09,4.40313405960042e-09,-1.92716499311383e-10,6.05396772659728e-09
"b15",1.58596240378034e-09,5.664500502718e-09,8.23686898796619e-09,1.05577599023968e-08,1.0721769119523e-08,1.66075360958953e-08,5.86594941741101e-08,1.9829784647686e-08,-1.24934603870478e-08,-4.35498560221205e-08,-4.03526013886662e-08,-5.63256052011597e-08,-5.10742351894783e-08,-5.26240033250335e-08,3.13732221309162e-06,-6.94309864427535e-08,1.43193731191362e-11,8.7872134113612e-10,7.38683761035365e-10,1.26103202347858e-09,7.30429185828145e-09,9.98736744720563e-10,-1.04743545910687e-08,-1.74240558260241e-09,-2.97140682914354e-11,4.43303288140092e-10,1.22028732839551e-09,1.2995092940459e-09,6.82043808125514e-10,1.30628688811404e-09,2.88745275412064e-10,1.37392692405355e-08,-1.27508467475806e-08,-4.3348245237155e-08,-4.06678457554582e-08,-5.72653122775431e-08,-5.06894602921177e-08,-5.25112956268192e-08,-2.50636322116145e-07,-6.56265155433006e-08,9.45728094259e-10,3.43290074676694e-09,5.10620441598559e-09,6.49312029971665e-09,9.02239581090062e-09,8.80742865394291e-09,2.33278074662912e-08,7.37847724319024e-09,1.31920750463052e-09,4.38817470183514e-09,6.96091532425584e-09,8.68077597002734e-09,8.3831628313436e-09,1.28148202895283e-08,4.35781939950174e-08,1.81253159674473e-08,-1.28286560096524e-08,-4.33907401070109e-08,-4.08743496103643e-08,-5.7660669424111e-08,-5.06813684368729e-08,-5.26158535234026e-08,-2.65282778571925e-07,-5.87950642973681e-08,-1.28893667141057e-08,-4.3491379964904e-08,-4.10197215507863e-08,-5.77875335772903e-08,-5.08121954183188e-08,-5.27281398312494e-08,-2.56564574749887e-07,-6.46193483126363e-08,5.67421266678872e-12,7.6099439043689e-10,8.54071750856885e-10,1.27108773951604e-09,5.50647807479279e-09,1.11841561769318e-09,-7.42027807630091e-09,2.25581647465062e-09
"b16",1.67368796238519e-09,5.24861811066745e-09,7.8120645047054e-09,9.89798622945955e-09,9.60949581468643e-09,1.72504040779576e-08,2.25748058048931e-08,2.29466914686831e-08,-2.31643049311778e-08,-8.07489675902462e-08,-7.48199364756042e-08,-1.04437195230716e-07,-9.47021525899833e-08,-9.75694002568821e-08,-6.94309864427533e-08,2.35009328812068e-05,2.61396425345892e-10,2.23870693425073e-09,2.32505347960098e-09,3.51290941216042e-09,1.4816354043259e-08,3.08590506668899e-09,-2.60233476544962e-09,1.52235208650883e-10,5.89973804600577e-10,2.81015505432501e-09,5.00272622147419e-09,6.59140104222551e-09,7.03442896667757e-09,1.05455336401045e-08,8.35875400737402e-09,4.76559169039277e-08,-2.36442585113104e-08,-8.03967848808144e-08,-7.54375255728783e-08,-1.0621503116035e-07,-9.40240413742284e-08,-9.74073541286573e-08,-6.45913161594458e-08,-1.97982104714369e-07,1.09584052118186e-09,3.84510691399162e-09,5.52268268475702e-09,7.1065364428313e-09,1.18049611760415e-08,1.0301092412655e-08,9.62321726457482e-09,1.1332870547389e-08,1.4959630202848e-09,4.65253790126691e-09,7.31426300489542e-09,9.25095814131122e-09,9.01038435908939e-09,1.57158785448706e-08,1.89381455522866e-08,2.93881006035428e-08,-2.37854697102268e-08,-8.04517564902051e-08,-7.5784244231859e-08,-1.06909309545696e-07,-9.39703506185086e-08,-9.75483795750423e-08,-6.23270847326874e-08,-2.38806918992172e-07,-2.38981024470396e-08,-8.06379014501836e-08,-7.60540465314065e-08,-1.07143948879354e-07,-9.4210919039273e-08,-9.77519535656808e-08,-6.39834384037103e-08,-2.06574788334798e-07,3.41907234758475e-10,2.39259989517017e-09,2.9684502347952e-09,4.28757215073004e-09,1.26716120409537e-08,5.04482445155868e-09,3.61149316661453e-10,1.20020294346586e-08
"b17",9.53631639667485e-07,3.4738995182397e-07,2.58478182357041e-07,2.71108791293614e-07,2.04826444968524e-07,1.96092639146193e-07,2.03865719633298e-07,2.56555032467253e-07,1.6655202946266e-10,1.28437457155862e-09,3.58921150611744e-10,3.30923362987973e-10,1.19877184603733e-09,2.14165923854914e-10,1.43193731191358e-11,2.61396425345892e-10,7.7090060727457e-05,-3.74872669650617e-06,-2.16712251211236e-06,-2.30224961962612e-06,-1.83107983501025e-06,-1.12882624719129e-06,-7.13320259491475e-07,-1.2516354292525e-06,1.99292807696789e-06,8.58229960396088e-07,7.10482693323311e-07,8.63674793305406e-07,6.07070827719261e-07,5.09474763887073e-07,2.27690989797921e-07,5.42637201800403e-07,2.35024872822245e-09,2.70286501046525e-09,1.55566727360175e-09,1.3618347869801e-09,2.07454592858584e-09,9.13111848306702e-10,6.936352339872e-10,1.48690375225358e-09,-3.74457417972927e-06,-1.56262130437848e-06,-7.74438873657968e-07,-8.73350669059517e-07,-7.66370130184562e-07,-5.35284631429735e-07,-3.52594348793189e-07,-7.63009833119044e-07,1.13735564165899e-06,4.72265314609202e-07,3.41255159298396e-07,3.93859017570281e-07,2.99532892833375e-07,2.77999123906858e-07,2.1275152603932e-07,3.34815740595689e-07,-1.65234026595297e-08,-1.2145863907399e-08,-7.34563662609967e-09,-6.73720327694254e-09,-4.60240097208563e-09,-5.27421333384788e-09,-4.214477569267e-09,-1.12524487500047e-08,1.17015371404004e-09,2.42342369700775e-09,1.11320728620334e-09,1.17405757957978e-09,2.0230309478486e-09,8.20248141014417e-10,3.21669570158853e-10,1.20669024482857e-09,-7.46623165703771e-06,-2.5037545181489e-06,-1.46419926683634e-06,-1.50665678777185e-06,-1.19979516320766e-06,-7.54094294665664e-07,-5.35392694053351e-07,-1.02106254969969e-06
"b18",4.02306142958629e-07,8.03356994376415e-07,5.62009165889332e-07,5.75672685779574e-07,4.21752430873316e-07,4.0641708379446e-07,5.33778434805512e-07,6.00588258281465e-07,4.17818848728583e-10,1.2451092559283e-08,3.48600206419472e-09,2.73893694769077e-09,5.88649253411582e-09,1.91004577717994e-09,8.7872134113612e-10,2.23870693425074e-09,-3.74872669650617e-06,0.000151491458854364,-9.10244504197479e-06,-9.64100240553236e-06,-7.66422707159994e-06,-4.71151318104507e-06,-2.93448078616541e-06,-5.19809591614219e-06,8.72742560861862e-07,7.963914152775e-07,1.13043353415418e-06,1.77822456245855e-06,1.29869923956043e-06,1.13117340163592e-06,4.37785738958356e-07,1.04770626682083e-06,1.42097252232551e-09,1.56917499588303e-08,5.90947957888491e-09,4.81018612257238e-09,7.81539459321108e-09,3.11460814832044e-09,2.35922910102939e-09,4.96353225714076e-09,-1.24306957263825e-06,-1.6775807878151e-05,-3.55213564213977e-06,-3.96779777264356e-06,-3.43436697928143e-06,-2.4272526073953e-06,-1.58489882911011e-06,-3.35368352709003e-06,4.8830704082242e-07,8.0165431453323e-07,6.66547707441204e-07,8.23636011626699e-07,6.26730571860872e-07,5.94447100654502e-07,5.14358536561212e-07,7.27456502937504e-07,-4.01694144030138e-09,-1.19732509752444e-07,-2.89771943430582e-08,-2.69672419139044e-08,-1.85380476998372e-08,-2.11087505347072e-08,-1.67642614157272e-08,-4.5812986537063e-08,9.99423434677135e-10,1.34930147932899e-08,4.50868330371674e-09,4.30945979213783e-09,7.76314757940437e-09,2.93266065640376e-09,1.16239560668241e-09,3.93563032484894e-09,-2.74172312845795e-06,-2.6710177578997e-05,-6.59749158195005e-06,-6.77101787197365e-06,-5.3448396062531e-06,-3.38855925987173e-06,-2.31788224867408e-06,-4.47038895472057e-06
"b19",2.9629394388044e-07,6.08576059954419e-07,1.02746015971467e-06,9.02114613957305e-07,6.5960324592051e-07,6.35371730767109e-07,8.40007611338384e-07,9.43531051491509e-07,4.10959530045448e-10,4.2567875368756e-09,1.86682617313702e-09,2.29481746979138e-09,8.15185979576651e-09,2.01999423887689e-09,7.38683761035364e-10,2.32505347960098e-09,-2.16712251211236e-06,-9.10244504197478e-06,9.34259506256151e-05,-1.53205621203e-05,-1.21787282641448e-05,-7.48766408767347e-06,-4.66187916223918e-06,-8.25915449560615e-06,6.9147366212295e-07,1.17064789140876e-06,2.02703183385868e-06,2.89155041854123e-06,2.11089447069813e-06,1.83749281031762e-06,7.15274151767255e-07,1.71008758200767e-06,1.10221573150987e-09,6.73299691488223e-09,6.39876379364677e-09,5.70161003853442e-09,1.13676354074661e-08,4.06817006685885e-09,3.23195195164807e-09,6.66500725114924e-09,-7.04672023893565e-07,-3.91965417643896e-06,-1.03051786141697e-05,-6.31236244663609e-06,-5.4632352953966e-06,-3.86235159523959e-06,-2.52107108626803e-06,-5.33286680568535e-06,3.67476953427408e-07,7.45975144652743e-07,1.21595370198129e-06,1.31276142195968e-06,9.99324440009618e-07,9.47593245525752e-07,8.17800277034764e-07,1.16060313095019e-06,-2.6843201969996e-09,-2.83578275973455e-08,-8.12438622984847e-08,-4.47070906239899e-08,-3.04153284784528e-08,-3.43161485815795e-08,-2.70338403128654e-08,-7.3794691673865e-08,7.88938855262377e-10,5.80716672586407e-09,3.91617928146094e-09,5.06000153067191e-09,1.1417403739272e-08,3.91021801200109e-09,1.4202823952975e-09,5.18983927066542e-09,-1.51029329198738e-06,-6.32627188700255e-06,-1.94136437233832e-05,-1.07435148114265e-05,-8.48144337522559e-06,-5.37553543799261e-06,-3.67807145967597e-06,-7.09492963134772e-06
"b20",3.13542814700958e-07,6.52867411172487e-07,9.45195646859316e-07,1.12266786014571e-06,7.5697951945297e-07,7.26428471656836e-07,1.08144177146427e-06,1.16226962273946e-06,6.44952550976359e-10,5.23572547728271e-09,2.63573904173046e-09,3.41574960704789e-09,1.20209865127205e-08,3.11809353878495e-09,1.26103202347858e-09,3.51290941216042e-09,-2.30224961962612e-06,-9.64100240553238e-06,-1.53205621203e-05,1.08828764759859,-1.80642703189319e-05,-1.10087537889556e-05,-6.82552221314894e-06,-1.21237614368968e-05,8.77001280199404e-07,1.74605288234457e-06,2.74004184140355e-06,5.07385100735483e-06,3.42538146430455e-06,2.98283849972189e-06,1.1853643585252e-06,2.81301914636529e-06,1.38115031665547e-09,7.89437940431756e-09,6.81625880018616e-09,7.58487722419201e-09,1.59411542507752e-08,5.32737931710754e-09,4.32026906663033e-09,8.75483041314472e-09,-7.49369834944946e-07,-4.14713388842989e-06,-5.85267573615134e-06,-1.34032672452178e-05,-8.14210009209646e-06,-5.77624241545462e-06,-3.75702532716527e-06,-7.91139650589753e-06,4.14155111772578e-07,9.2013195076814e-07,1.28035856935211e-06,1.94161788514849e-06,1.38677941231966e-06,1.31622703948412e-06,1.13237785950639e-06,1.55357174968366e-06,-2.63897100622107e-09,-2.93064421093668e-08,-4.65697063735077e-08,-8.5760495349136e-08,-4.4663308343843e-08,-5.02692008906385e-08,-4.0121484067229e-08,-1.10708792572716e-07,1.11683885492107e-09,7.52545834000064e-09,5.42704063983557e-09,8.21068804537485e-09,1.71838538204624e-08,6.31745235285343e-09,2.52704628038378e-09,8.28608841003037e-09,-1.57109479926115e-06,-6.57122383189351e-06,-1.09994614630462e-05,-2.28846524608437e-05,-1.2384025898425e-05,-7.83484945624254e-06,-5.35755095558818e-06,-1.03636671491848e-05
"b21",2.44730824605821e-07,5.00517315272934e-07,7.28680578840353e-07,8.12840059259054e-07,6.62801655840716e-07,5.87133452670986e-07,-1.27634112185547e-05,1.0345448781149e-06,2.82016439156845e-09,1.21497893481672e-08,7.5249073685777e-09,1.31468692599747e-08,4.30487206618268e-08,1.26611069625361e-08,7.30429185828144e-09,1.4816354043259e-08,-1.83107983501025e-06,-7.66422707159994e-06,-1.21787282641448e-05,-1.80642703189319e-05,24.4876808660095,-1.60603308689236e-05,-9.90893530241817e-06,-1.7597766885551e-05,7.28942412124938e-07,1.49385687068482e-06,2.34504223412448e-06,3.9795579280271e-06,5.83106343346378e-06,3.45305264427747e-06,1.27137995284588e-06,4.67840241187666e-06,3.454742884548e-09,2.12683284586168e-08,1.28498597717751e-08,1.63617455619159e-08,4.90336871742135e-08,1.27406308252408e-08,9.06514105889171e-09,1.93013324811429e-08,-5.98809017663046e-07,-3.30652426160051e-06,-4.66524240435618e-06,-7.36708339045343e-06,-3.56826208653162e-05,-8.65979130959529e-06,-5.60859657774044e-06,-1.17305041620185e-05,3.3093901476836e-07,7.45228283576731e-07,1.02983904325185e-06,1.46980376406068e-06,1.86532622873635e-06,1.34113847465705e-06,1.26191709444286e-06,1.05403256595178e-06,2.64658244604107e-10,-1.52668299901543e-08,-2.96246732537245e-08,-3.72315288148337e-08,-1.54454166965841e-07,-6.70275601818521e-08,-5.29676676513636e-08,-2.26130579838835e-07,3.25935029049573e-09,1.36689389869366e-08,1.20754818738407e-08,1.71479772740916e-08,5.38190151770981e-08,1.45496620090075e-08,-9.01549179195946e-08,1.91869516856878e-08,-1.24218223002698e-06,-5.30783454406007e-06,-8.70341509282731e-06,-1.24104640871968e-05,-5.69807628751555e-05,-1.16428433857559e-05,-7.89478212737329e-06,-1.53870742409153e-05
"b22",1.53806405857158e-07,3.26460165995942e-07,4.76489904139146e-07,5.37183038296549e-07,4.10076564286816e-07,3.49912699452808e-07,1.22816199746525e-06,1.05195948027012e-06,5.81910930817293e-10,3.49091785269893e-09,2.13807412756891e-09,2.88259313535909e-09,9.42755598265414e-09,4.17957170722324e-09,9.98736744720562e-10,3.08590506668899e-09,-1.12882624719129e-06,-4.71151318104507e-06,-7.48766408767348e-06,-1.10087537889556e-05,-1.60603308689236e-05,0.000451064834100491,-1.18508224873485e-05,-2.1141365347573e-05,5.04368144614099e-07,1.1188866153872e-06,1.74007442781619e-06,2.92431000003806e-06,2.96841093823061e-06,8.65880416204991e-06,1.36620808861427e-06,3.22494420552416e-06,9.4800460364682e-10,4.81417401649103e-09,4.25289051758941e-09,4.90642179206023e-09,1.17828567130375e-08,5.32823591167436e-09,4.25666049062459e-09,7.5356174717346e-09,-3.67401395240373e-07,-2.02273701017398e-06,-2.85192024359105e-06,-4.50921878810225e-06,-7.14122606181356e-06,-5.18298114824539e-05,-6.80981839478515e-06,-1.4192874509029e-05,2.16074197993101e-07,5.2016961829559e-07,7.11987333927038e-07,1.03189746728679e-06,1.00965794094102e-06,2.46454734670465e-06,1.305901906077e-06,1.66695068040929e-06,-1.02182043314836e-09,-1.33953277192902e-08,-2.18915463409592e-08,-2.81300273574356e-08,-3.37379130708636e-08,-3.28398517483337e-07,-6.90758613922569e-08,-1.91559508056462e-07,8.54322746737365e-10,4.97350107102024e-09,3.92617113351749e-09,5.68785160397706e-09,1.35603363060357e-08,1.34869082909762e-08,2.64762833521564e-09,8.65172185736377e-09,-7.52917655701035e-07,-3.13592877387563e-06,-5.27954985412639e-06,-7.51263262498805e-06,-1.10005748018493e-05,-7.52572164117786e-05,-9.46532601059186e-06,-1.84042264258869e-05
"b23",2.498705271095e-07,8.46244425392772e-07,1.20862990064627e-06,1.51860131190418e-06,1.51544133219591e-06,1.91554939883448e-06,1.45140147814391e-05,3.58627735952343e-06,-4.05875776003955e-10,-2.12151027775053e-10,-9.56320151086016e-10,-1.29536866200259e-09,3.19255984913146e-09,-1.64351213304457e-09,-1.04743545910687e-08,-2.60233476544963e-09,-7.13320259491475e-07,-2.93448078616541e-06,-4.66187916223917e-06,-6.82552221314894e-06,-9.90893530241816e-06,-1.18508224873485e-05,0.00594332899775671,-2.57166779572109e-05,2.11310477507172e-07,3.80591595099217e-07,6.37755239393511e-07,1.13148612995082e-06,9.31852226932364e-07,1.06138437548239e-06,1.8633928364692e-07,7.30575906328769e-07,1.37787725981287e-10,3.25670847498415e-09,4.38601743979852e-09,4.24951990137401e-09,8.99647690227177e-09,4.81040862080393e-09,3.20241729664035e-08,1.48014401210094e-08,-1.41401156820294e-07,-9.16701319515318e-07,-1.24457509216044e-06,-2.12844470279923e-06,-3.72722462010132e-06,-5.07395712966094e-06,-0.000104600998331752,-1.63472057251316e-05,2.45883438180835e-07,7.32415228580777e-07,1.10639114217433e-06,1.44321981951714e-06,1.38140078731779e-06,1.70662350738658e-06,1.08484871735462e-05,2.85237969217417e-06,-1.43859439695032e-09,-1.07208514740562e-08,-1.5948277226124e-08,-2.05966935220685e-08,-2.34012480632706e-08,-4.40818989596564e-08,-7.37750823970351e-07,-2.37647611796661e-07,-3.03191461458422e-10,2.93762409558074e-10,-3.38200444600177e-10,-2.74354224134317e-10,4.89477080906548e-09,-8.05754595767194e-10,-1.20711801866626e-08,-1.43573898991933e-09,-5.00821957530279e-07,-2.03870908039038e-06,-3.39408267965717e-06,-4.82886601251381e-06,-7.02227851148274e-06,-8.55097311466744e-06,-0.000158013021184826,-2.29065018216297e-05
"b24",3.03618628479208e-07,9.15411041841927e-07,1.31021435844578e-06,1.61084802189247e-06,1.53960633242983e-06,1.88398626946959e-06,3.42470180539015e-06,7.23916266958852e-06,1.02390356250699e-10,2.22317372146493e-09,7.97835261830617e-10,1.06192854513164e-09,8.58523648269122e-09,7.22479222229948e-10,-1.74240558260241e-09,1.52235208650887e-10,-1.2516354292525e-06,-5.19809591614219e-06,-8.25915449560615e-06,-1.21237614368968e-05,-1.7597766885551e-05,-2.1141365347573e-05,-2.57166779572109e-05,0.469495120059067,4.11516900802946e-07,7.64866601809284e-07,1.23830452641699e-06,2.16039207274134e-06,1.90047266021885e-06,2.30544826599629e-06,5.65670057992447e-07,1.61598554103997e-06,7.83748704041856e-10,6.14193882765675e-09,6.59347940138026e-09,6.98786039774027e-09,1.49209955562955e-08,6.91537505329445e-09,8.59240747946398e-09,3.0516720181359e-08,-3.28248501175625e-07,-1.93531263195743e-06,-2.68886440947502e-06,-4.38889969628198e-06,-7.25960084799558e-06,-9.80455963624851e-06,-1.20613626772528e-05,-0.000144603684756909,3.25468060459111e-07,8.78612725549962e-07,1.3006773550269e-06,1.72900767972651e-06,1.62650931215051e-06,1.98645137034581e-06,2.66233542713287e-06,6.01923816603073e-06,-1.68815673021669e-09,-1.63992404377997e-08,-2.57381303441969e-08,-3.31226235991168e-08,-3.88048496550261e-08,-7.4811182190321e-08,-1.00051103734639e-07,-1.53210837472814e-06,3.24362303398563e-10,3.22754105880187e-09,2.04231792653081e-09,3.10059246017451e-09,1.18078289216264e-08,2.74320012419219e-09,-1.18768673400142e-09,2.30602878979514e-09,-8.69334739809243e-07,-3.58614882837194e-06,-5.98702475940859e-06,-8.53379455652726e-06,-1.24419735744842e-05,-1.51653158090816e-05,-1.89483361612693e-05,-0.000208668679749491
"b25",9.94537184601137e-07,5.12940800389397e-07,2.76681389323034e-07,3.06076735379903e-07,3.16184666695032e-07,3.46246273507622e-07,1.97343114254609e-07,2.76364268241259e-07,-3.568442578954e-10,2.97054563131654e-10,6.15575004941303e-10,2.68519188953027e-10,-1.33737049167217e-10,1.10770626471868e-10,-2.97140682914356e-11,5.89973804600577e-10,1.99292807696789e-06,8.72742560861862e-07,6.91473662122951e-07,8.77001280199404e-07,7.28942412124938e-07,5.04368144614099e-07,2.11310477507172e-07,4.11516900802946e-07,0.00017004389973267,-1.51771050785916e-05,-9.99809204421294e-06,-1.01005753759941e-05,-7.11217779971549e-06,-5.92990374749813e-06,-2.94199074382219e-06,-6.82437957218536e-06,1.91124843242282e-09,2.39717620455687e-09,1.94792740861952e-09,1.42764705656432e-09,9.217885721868e-10,1.39455756229344e-09,7.438920278183e-10,2.12258556712007e-09,1.40704635093498e-06,6.80715620584899e-07,4.50977013501682e-07,5.56681252834767e-07,5.11824071623089e-07,4.39412286153958e-07,2.19274840409247e-07,3.9413898010053e-07,-6.12207401609786e-06,-3.32250705108832e-06,-1.673199667213e-06,-1.88817755448532e-06,-1.47618770084107e-06,-1.32411452558766e-06,-7.22634748489062e-07,-1.63104466352467e-06,2.84150325791382e-09,3.42162220305544e-09,3.00189636194537e-09,2.82755326332526e-09,2.05513208739456e-09,2.31286025516548e-09,1.25859653185177e-09,4.83769261633665e-09,-1.96048984362079e-08,-1.98770332433398e-08,-1.05271434938222e-08,-1.00732681745879e-08,-8.46483922077076e-09,-8.36821429923155e-09,-5.30984150930087e-09,-1.19049086472167e-08,-7.64961770978046e-06,-3.46453409819435e-06,-1.8928467299858e-06,-1.88049672785309e-06,-1.31345009606524e-06,-1.04793154809257e-06,-4.71444281142164e-07,-8.57607753833359e-07
